iata,lat,lng,country,name,city
SIV,39.1147,-87.448303,US,Sullivan County Airport,Sullivan
SIY,41.781399,-122.468002,US,Siskiyou County Airport,Montague
SJC,37.362452,-121.929188,US,Norman Y. Mineta San Jose International Airport,San Jose
SJN,34.51860046,-109.3789978,US,St Johns Industrial Air Park,St Johns
SJT,31.35770034790039,-100.49600219726562,US,San Angelo Regional Mathis Field,San Angelo
SKA,47.615101,-117.655998,US,Fairchild Air Force Base,Spokane
SKF,29.38419914,-98.58110046,US,Lackland Air Force Base,San Antonio
TSM,36.452494,-105.67749,US,Taos Regional Airport,Taos
SLB,42.5973014832,-95.24069976810001,US,Storm Lake Municipal Airport,Storm Lake
SLC,40.78886,-111.979866,US,Salt Lake City International Airport,Salt Lake City
SLE,44.9095,-123.002998,US,Salem-Willamette Valley Airport/McNary Field,Salem
SLG,36.191898,-94.489998,US,Smith Field,Siloam Springs
SLK,44.38691,-74.204629,US,Adirondack Regional Airport,Saranac Lake
SLN,38.79100036621094,-97.6521987915039,US,Salina Municipal Airport,Salina
SLO,38.642899,-88.964203,US,Salem–Leckrone Airport,Salem
SLR,33.159801483154,-95.621101379395,US,Sulphur Springs Municipal Airport,Sulphur Springs
SMD,41.14339828,-85.15280151,US,Smith Field,Fort Wayne
SME,37.053398132299996,-84.6158981323,US,Lake Cumberland Regional Airport,Somerset
SMF,38.6954,-121.591003,US,Sacramento International Airport,Sacramento
SMN,45.122233,-113.88196,US,Lemhi County Airport,Salmon
SMO,34.0158,-118.450996,US,Santa Monica Municipal Airport,Santa Monica
SUM,33.994998931885,-80.361297607422,US,Sumter Airport,Sumter
SMX,34.898899,-120.457001,US,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria
SNA,33.675701,-117.867996,US,John Wayne Orange County International Airport,Santa Ana
SNK,32.690212,-100.948918,US,Winston Field,Snyder
SNL,35.357898712158,-96.942802429199,US,Shawnee Regional Airport,Shawnee
SNS,36.662799835205,-121.60600280762,US,Salinas Municipal Airport,Salinas
SNY,41.101299,-102.985001,US,Sidney Municipal Airport Lloyd W Carr Field,Sidney
SOP,35.237184,-79.389381,US,Moore County Airport,Carthage
SOW,34.264062,-110.007091,US,Show Low Regional Airport,Show Low
SPA,34.915699005127,-81.956497192383,US,Spartanburg Downtown Memorial Airport,Spartanburg
SPF,44.48030090332,-103.78299713135,US,Black Hills Airport-Clyde Ice Field,Spearfish
SPG,27.7651,-82.626999,US,Albert Whitted Airport,St Petersburg
SPI,39.844101,-89.677902,US,Abraham Lincoln Capital Airport,Springfield
SPS,33.9888,-98.491898,US,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls
SPW,43.165500640869,-95.202796936035,US,Spencer Municipal Airport,Spencer
SQI,41.742175,-89.673629,US,Whiteside County Airport - Joseph H Bittorf Field,Rock Falls
SQL,37.51313,-122.250838,US,San Carlos Airport,San Carlos
SRC,35.210602,-91.737503,US,Searcy Municipal Airport,Searcy
SRQ,27.394631,-82.554359,US,Sarasota Bradenton International Airport,Sarasota/Bradenton
RUI,33.462799,-105.535004,US,Sierra Blanca Regional Airport,Alto
SSC,33.972698,-80.470596,US,Shaw Air Force Base,Sumter
SSF,29.336999893188,-98.471099853516,US,Stinson Municipal Airport,San Antonio
SSI,31.1518,-81.391296,US,St Simons Island Airport,St Simons Island
STC,45.5466,-94.059898,US,Saint Cloud Regional Airport,Saint Cloud
STE,44.5452003479,-89.530296325684,US,Stevens Point Municipal Airport,Stevens Point
STJ,39.771900177002,-94.909698486328,US,Rosecrans Memorial Airport,St Joseph
STK,40.613497,-103.263833,US,Sterling Municipal Airport,Sterling
STL,38.748697,-90.370003,US,St. Louis Lambert International Airport,St Louis
STP,44.93479,-93.060036,US,Saint Paul Downtown Holman Field,Saint Paul
STS,38.50899887,-122.8130035,US,Charles M. Schulz Sonoma County Airport,Santa Rosa
SUA,27.18169975,-80.22109985,US,Witham Field,Stuart
SUD,35.789600372314,-96.655700683594,US,Stroud Municipal Airport,Stroud
SUE,44.84370041,-87.42150116,US,Door County Cherryland Airport,Sturgeon Bay
SUN,43.50439835,-114.2959976,US,Friedman Memorial Airport,Hailey
SUS,38.662102,-90.652,US,Spirit of St Louis Airport,St Louis
SUU,38.262699,-121.927002,US,Travis Air Force Base,Fairfield
SUW,46.688612,-92.095041,US,Richard I Bong Memorial Airport,Superior
SUX,42.397605,-96.382237,US,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City
SVC,32.636701,-108.154736,US,Grant County Airport,Silver City
SVE,40.375702,-120.572998,US,Susanville Municipal Airport,Susanville
SVH,35.765301,-80.953903,US,Statesville Regional Airport,Statesville
SVN,32.00999832,-81.14569855,US,Hunter Army Air Field,Savannah
SWF,41.504101,-74.104797,US,New York Stewart International Airport,Newburgh
SWO,36.162132,-97.085581,US,Stillwater Regional Airport,Stillwater
SWW,32.467399597168,-100.46700286865,US,Avenger Field,Sweetwater
SYI,35.560101,-86.442497,US,Bomar Field / Shelbyville Municipal Airport,Shelbyville
SYN,44.475579,-93.016756,US,Stanton Airfield,Dennison
SYR,43.11119842529297,-76.1063003540039,US,Syracuse Hancock International Airport,Syracuse
SYV,31.558500289917,-83.895698547363,US,Sylvester Airport,Sylvester
SZL,38.730301,-93.547897,US,Whiteman Air Force Base,Knob Noster
SZN,34.06007,-119.915229,US,Santa Cruz Island Airport,Santa Cruz Island
SZP,34.34719849,-119.060997,US,Santa Paula Airport,Santa Paula
TBC,36.091146,-111.38286,US,Tuba City Airport,Tuba City
TAD,37.2593994141,-104.341003418,US,Perry Stokes Airport,Trinidad
TBN,37.7416,-92.140701,US,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood
TBR,32.4827003479,-81.73690032959999,US,Statesboro Bulloch County Airport,Statesboro
KTC,8.132858,-5.06487,CI,Katiola Airport,Katiola
TCC,35.182800293,-103.602996826,US,Tucumcari Municipal Airport,Tucumcari
TCL,33.2206,-87.611397,US,Tuscaloosa National Airport,Tuscaloosa
TCM,47.137699,-122.475998,US,McChord Air Force Base,Tacoma
TCS,33.2369,-107.272003,US,Truth or Consequences Municipal Airport,Truth or Consequences
TDO,46.4771995544,-122.805999756,US,Ed Carlson Memorial Field South Lewis County Airport,Toledo
TDW,35.1698989868,-101.825996399,US,Tradewind Airport,Amarillo
TDZ,41.56489944,-83.4822998,US,Toledo Executive Airport,Toledo
TEB,40.850101,-74.060799,US,Teterboro Airport,Teterboro
TEX,37.9538,-107.907997,US,Telluride Regional Airport,Telluride
THA,35.3801,-86.246399,US,Tullahoma Regional Airport William Northern Field,Tullahoma
THM,47.573501586914,-115.28099822998,US,Thompson Falls Airport,Thompson Falls
THV,39.917,-76.873001,US,York Airport,Thomasville
TIK,35.4147,-97.386597,US,Tinker Air Force Base,Oklahoma City
TIW,47.267407,-122.577295,US,Tacoma Narrows Airport,Tacoma
TIX,28.514799118042,-80.799201965332,US,Space Coast Regional Airport,Titusville
KNT,36.2258987427,-90.0365982056,US,Kennett Memorial Airport,Kennett
TLH,30.3965,-84.350304,US,Tallahassee Regional Airport,Tallahassee
TLR,36.15629959,-119.3259964,US,Mefford Field,Tulare
TMA,31.4290008545,-83.4885025024,US,Henry Tift Myers Airport,Tifton
TMB,25.6479,-80.4328,US,Miami Executive Airport,Miami
OTK,45.4182014465,-123.814002991,US,Tillamook Airport,Tillamook
TNP,34.133901,-115.947347,US,Twentynine Palms Airport,Twentynine Palms
TNT,25.861799240112,-80.897003173828,US,Dade Collier Training and Transition Airport,Miami
TNU,41.6744,-93.021698,US,Newton Municipal Airport,Newton
XSD,37.7988014221,-116.78099823,US,Tonopah Test Range Airport,Tonopah
TOA,33.803398132324,-118.33999633789,US,Zamperini Field,Torrance
TOC,34.5938,-83.295799,US,Toccoa Airport - R.G. Letourneau Field,Toccoa
TOI,31.860399,-86.012101,US,Troy Municipal Airport at N Kenneth Campbell Field,Troy
TOL,41.5868,-83.8078,US,Eugene F. Kranz Toledo Express Airport,Toledo
TOP,39.069899,-95.622606,US,Philip Billard Municipal Airport,Topeka
TOR,42.0644989,-104.1529999,US,Torrington Municipal Airport,Torrington
TPA,27.9755,-82.533203,US,Tampa International Airport,Tampa
TPF,27.915599822998,-82.44930267334,US,Peter O Knight Airport,Tampa
TPH,38.06019974,-117.086998,US,Tonopah Airport,Tonopah
TPL,31.1525,-97.407799,US,Draughon Miller Central Texas Regional Airport,Temple
TRI,36.475201,-82.407401,US,Tri-Cities Regional TN/VA Airport,Blountville
TKF,39.318628,-120.140562,US,Truckee Tahoe Airport,Truckee
TRL,32.709202,-96.267403,US,Terrell Municipal Airport,Terrell
TRM,33.62670135498,-116.16000366211,US,Jacqueline Cochran Regional Airport,Palm Springs
TRX,40.0835,-93.590599,US,Trenton Municipal Airport,Trenton
TSP,35.134998321533,-118.43900299072,US,Tehachapi Municipal Airport,Tehachapi
TTD,45.54940032959,-122.40100097656,US,Portland Troutdale Airport,Portland
TTN,40.276699,-74.813499,US,Trenton Mercer Airport,Ewing Township
TUL,36.19839859008789,-95.88809967041016,US,Tulsa International Airport,Tulsa
TUP,34.26810073852539,-88.7698974609375,US,Tupelo Regional Airport,Tupelo
TUS,32.115004,-110.938053,US,Tucson International Airport / Morris Air National Guard Base,Tucson
TVC,44.74140167236328,-85.58219909667969,US,Cherry Capital Airport,Traverse City
TVF,48.065701,-96.184998,US,Thief River Falls Regional Airport,Thief River Falls
TVI,30.901599884033,-83.881301879883,US,Thomasville Regional Airport,Thomasville
TVL,38.89390182495117,-119.99500274658203,US,Lake Tahoe Airport,South Lake Tahoe
TWF,42.4818,-114.487999,US,Joslin Field Magic Valley Regional Airport,Twin Falls
TXK,33.453701,-93.990997,US,Texarkana Regional Airport (Webb Field),Texarkana
TYZ,34.45280075,-110.1149979,US,Taylor Airport,Taylor
TYR,32.35409927368164,-95.40239715576172,US,Tyler Pounds Regional Airport,Tyler
TYS,35.811001,-83.994003,US,McGhee Tyson Airport,Alcoa
BFG,37.547827,-110.712898,US,Bullfrog Basin Airport,Bullfrog
NPH,39.73681,-111.870063,US,J. Randy McKnight Nephi Municipal Airport,Nephi
RVR,38.9613990784,-110.226997375,US,Green River Municipal Airport,Green River
PNU,37.84519958,-112.3919983,US,Panguitch Municipal Airport,Panguitch
ICS,44.4938011169,-116.01599884,US,Cascade Airport,Cascade
UBS,33.4654006958,-88.3803024292,US,Columbus Lowndes County Airport,Columbus
UCY,36.38180161,-88.98539734,US,Everett-Stewart Regional Airport,Union City
UDD,33.748492,-116.275027,US,Bermuda Dunes Airport,Bermuda Dunes
UES,43.041000366211,-88.237098693848,US,Waukesha County Airport,Waukesha
UGN,42.422199249268,-87.867897033691,US,Waukegan National Airport,Chicago/Waukegan
UIL,47.936599731445,-124.56300354004,US,Quillayute Airport,Quillayute
UIN,39.942699,-91.194603,US,Quincy Regional Airport Baldwin Field,Quincy
IKB,36.2228012085,-81.09829711910001,US,Wilkes County Airport,North Wilkesboro
UKI,39.125999,-123.200996,US,Ukiah Municipal Airport,Ukiah
UKT,40.4352,-75.381897,US,Quakertown Airport,Quakertown
ULM,44.319599151611,-94.502296447754,US,New Ulm Municipal Airport,New Ulm
ATO,39.211839,-82.22949,US,Ohio University Airport,Albany
UNU,43.42660141,-88.70320129,US,Dodge County Airport,Juneau
SCE,40.849374,-77.84852,US,State College Regional Airport,State College
UOS,35.204754,-85.899052,US,Franklin County Airport,Sewanee
UOX,34.384300231934,-89.536796569824,US,University Oxford Airport,Oxford
KUP,-10.0736,148.218,PG,Kupiano Airport,Kupiano
UTM,34.68505,-90.347757,US,Tunica Municipal Airport,Tunica
HTV,30.7469005585,-95.5871963501,US,Huntsville Regional Airport,Huntsville
NPT,41.532398,-71.281502,US,Newport State Airport,Newport
UVA,29.2112998962,-99.743598938,US,Garner Field,Uvalde
RKH,34.9878006,-81.05719757,US,Rock Hill - York County Airport,Rock Hill
VAD,30.9678001404,-83.1930007935,US,Moody Air Force Base,Valdosta
LLY,39.942902,-74.845703,US,South Jersey Regional Airport,Lumberton
VBG,34.737301,-120.584,US,Vandenberg Space Force Base,Lompoc
VCT,28.85260009765625,-96.91850280761719,US,Victoria Regional Airport,Victoria
VCV,34.597499847399995,-117.383003235,US,Southern California Logistics Airport,Victorville
VDI,32.192699432373,-82.371200561523,US,Vidalia Regional Airport,Vidalia
KVE,-8.6285,151.327,PG,Kitava Airport,Kitava Island
VEL,40.436214,-109.511661,US,Vernal Regional Airport,Vernal
VGT,36.210701,-115.194,US,North Las Vegas Metropolitan International Airport,Las Vegas
VHN,31.057800292969,-104.78399658203,US,Culberson County Airport,Van Horn
VIH,38.127399,-91.769501,US,Rolla National Airport,Vichy
VIS,36.318699,-119.392998,US,Visalia Municipal Airport,Visalia
VJI,36.687099,-82.033302,US,Virginia Highlands Airport,Abingdon
VKS,32.23929977417,-90.928398132324,US,Vicksburg Municipal Airport,Vicksburg
VLA,38.991501,-89.166199,US,Vandalia Municipal Airport,Vandalia
VLD,30.782499313354492,-83.27670288085938,US,Valdosta Regional Airport,Valdosta
VNC,27.070541,-82.440815,US,Venice Municipal Airport,Venice
VNY,34.209800720215,-118.48999786377,US,Van Nuys Airport,Van Nuys
VOK,43.938999176025,-90.253402709961,US,Volk Field,Camp Douglas
VPS,30.4832,-86.525398,US,Destin-Fort Walton Beach Airport,Valparaiso
VPZ,41.45399857,-87.00710297,US,Porter County Municipal Airport,Valparaiso
VQQ,30.2187,-81.876701,US,Cecil Airport,Jacksonville
VRB,27.6556,-80.417901,US,Vero Beach Regional Airport,Vero Beach
VSF,43.343601,-72.517303,US,Hartness State Airport,North Springfield
VTN,42.856211,-100.549192,US,Miller Field,Valentine
VYS,41.351898,-89.153099,US,Illinois Valley Regional Airport Walter A Duncan Field,Peru
GTY,39.841222,-77.274699,US,Gettysburg Regional Airport,Gettysburg
SQV,48.098098754883,-123.18699645996,US,Sequim Valley Airport,Sequim
PGC,38.9948997498,-79.1458969116,US,Grant County Airport,Petersburg
WAL,37.940813,-75.462255,US,Wallops Flight Facility Airport,Wallops Island
WAY,39.90112,-80.130733,US,Greene County Airport,Waynesburg
WBW,41.2971992493,-75.8511962891,US,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre
WDG,36.3791999817,-97.7910995483,US,Enid Woodring Regional Airport,Enid
WDR,33.98289871,-83.66739655,US,Barrow County Airport,Winder
WEA,32.7463,-97.682404,US,Parker County Airport,Weatherford
WHP,34.2593,-118.413002,US,Whiteman Airport,Pacoima
WJF,34.7411,-118.219002,US,General William J Fox Airfield,Lancaster
WLD,37.168598,-97.037598,US,Strother Field,Winfield / Arkansas City
WLW,39.51639938,-122.2180023,US,Willows Glenn County Airport,Willows
WMC,40.8965988159,-117.805999756,US,Winnemucca Municipal Airport,Winnemucca
WRB,32.640099,-83.591904,US,Robins Air Force Base,Warner Robins
WRI,40.0155983,-74.59169769,US,Mc Guire Air Force Base,Wrightstown
WRL,43.965698,-107.950996,US,Worland Municipal Airport,Worland
WST,41.349602,-71.803398,US,Westerly State Airport,Westerly
WVI,36.9356994629,-121.790000916,US,Watsonville Municipal Airport,Watsonville
WVL,44.5331993103,-69.6754989624,US,Waterville Robert Lafleur Airport,Waterville
WWD,39.008499145500004,-74.9083023071,US,Cape May County Airport,Wildwood
WWR,36.438,-99.5226667,US,West Woodward Airport,Woodward
KWY,-1.96056,41.297501,KE,Kiwayu Airport,Kiwayu
WYS,44.6884,-111.117996,US,Yellowstone Airport,West Yellowstone
KYO,28.2213001251,-82.37449646,US,Tampa North Aero Park Airport,Tampa
XNA,36.281898,-94.306801,US,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers
XWA,48.258387,-103.748797,US,Williston Basin International Airport,Williston
WBK,44.244801,-84.179802,US,West Branch Community Airport,West Branch
YIP,42.2379,-83.530403,US,Willow Run Airport,Detroit
YKM,46.56819916,-120.5439987,US,Yakima Air Terminal McAllister Field,Yakima
YKN,42.916698455811,-97.385902404785,US,Chan Gurney Municipal Airport,Yankton
YNG,41.26070023,-80.67910004,US,Youngstown Warren Regional Airport,Youngstown/Warren
ATX,51.852306,68.366892,KZ,Atbasar Airport,Atbasar
ZPH,28.228201,-82.155899,US,Zephyrhills Municipal Airport,Zephyrhills
ZZV,39.9444007874,-81.89209747310001,US,Zanesville Municipal Airport,Zanesville
PGS,35.528301,-113.247002,US,Grand Canyon Caverns Airport,Peach Springs
BOR,20.323986,100.165392,LA,Bokeo International Airport,Ton Phueng
LAC,7.37157,113.844002,MY,Layang-Layang Airport,Pulau Layang-Layang (Swallow Reef)
KFZ,42.035802,20.415955,AL,Kukës International Airport,Kukës
TIA,41.4147,19.7206,AL,Tirana International Airport Mother Teresa,Rinas
BOJ,42.569917,27.515173,BG,Burgas Airport,Burgas
GOZ,43.151402,25.7129,BG,Gorna Oryahovitsa Airport,Gorna Oryahovitsa
LBM,-18.4139,36.1068,MZ,Luabo Airport,Luabo
PDV,42.067799,24.8508,BG,Plovdiv International Airport,Plovdiv
ROU,43.694801,26.0567,BG,Ruse Airport,Shtraklevo
SOF,42.696357,23.417671,BG,Sofia Airport,Sofia
VAR,43.232101,27.8251,BG,Varna Airport,Varna
ECN,35.152337,33.506584,CY,Nicosia (Lefkoşa) Ercan International Airport,Tymbou (Kirklar)
GEC,35.23591,33.720088,CY,Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale)
LCA,34.875099,33.624901,CY,Larnaca International Airport,Larnaca
LCP,-38.081902,-70.643898,AR,Loncopue Airport,Loncopue
PFO,34.717999,32.485699,CY,Paphos International Airport,Paphos
AKT,34.590401,32.9879,CY,RAF Akrotiri,Akrotiri
DBV,42.562247,18.265543,HR,Dubrovnik Ruđer Bošković Airport,Čilipi
LSZ,44.566985,14.393883,HR,Lošinj Airport,Mali Lošinj
OSI,45.462355,18.811278,HR,Osijek Airport,Klisa
PUY,44.893501,13.9222,HR,Pula Airport,Pula
RJK,45.2169,14.5703,HR,Rijeka Airport,Omišalj
BWK,43.284454,16.678362,HR,Brač Airport,Gornji Humac
SPU,43.538898,16.298,HR,Split Airport,Kaštel Štafilić
LDW,-17.6128,126.743,AU,Lansdowne Airport,Lansdowne Station
ZAG,45.742901,16.0688,HR,Zagreb Franjo Tuđman International Airport,Velika Gorica
ZAD,44.094988,15.354879,HR,Zadar Airport,Zemunik Donji (Zadar)
ABC,38.948502,-1.86352,ES,Albacete Airport / Los Llanos Air Base,Albacete
ALC,38.2822,-0.558156,ES,Alicante-Elche Miguel Hernández Airport,Alicante
LEI,36.843899,-2.3701,ES,Almería Airport,Almería
OVD,43.563599,-6.03462,ES,Asturias Airport,Ranón
ODB,37.841999,-4.84888,ES,Córdoba Airport,Córdoba
BIO,43.301102,-2.91061,ES,Bilbao Airport,Bilbao
RGS,42.357601,-3.62076,ES,Burgos Airport,Burgos
BCN,41.2971,2.07846,ES,Josep Tarradellas Barcelona-El Prat Airport,Barcelona
BJZ,38.8913,-6.82133,ES,Badajoz Airport,Badajoz
CDT,40.213889,0.073333,ES,Castellón-Costa Azahar Airport,Castellón de la Plana
LCG,43.302101,-8.37726,ES,A Coruña Airport,Culleredo
ILD,41.728185,0.535023,ES,Lleida-Alguaire Airport,Lleida
GRO,41.904639,2.761774,ES,Girona-Costa Brava Airport,Girona
GRX,37.188702,-3.77736,ES,F.G.L. Airport Granada-Jaén Airport,Granada
HSK,42.076099,-0.316667,ES,Huesca-Pirineos Airport,Monflorite/Alcalá del Obispo
IBZ,38.872898,1.37312,ES,Ibiza Airport,Ibiza (Eivissa)
XRY,36.744598,-6.06011,ES,Jerez Airport,Jerez de la Frontera
LEN,42.589001,-5.65556,ES,León Int'l Airport,La Virgen Del Camino
RJL,42.460953,-2.322235,ES,Logroño-Agoncillo Airport,Logroño
MAD,40.471926,-3.56264,ES,Adolfo Suárez Madrid–Barajas Airport,Madrid
AGP,36.6749,-4.49911,ES,Málaga-Costa del Sol Airport,Málaga
MAH,39.862598,4.21865,ES,Menorca Airport,Mahón (Maó)
RMU,37.803,-1.125,ES,Región de Murcia International Airport,Corvera
OZP,37.17490005493164,-5.615940093994141,ES,Moron Air Base,Morón
LEO,-1.5724,14.2878,GA,Lekoni Airport,Lekoni
PMI,39.551701,2.73881,ES,Palma de Mallorca Airport,Palma de Mallorca
PNA,42.77,-1.64633,ES,Pamplona Airport,Pamplona
CQM,38.856479,-3.969944,ES,Ciudad Real International Airport,Ciudad Real
REU,41.1474,1.16717,ES,Reus Airport,Reus
ROZ,36.645198822,-6.34946012497,ES,Rota Naval Station Airport,Rota
SLM,40.952099,-5.50199,ES,Salamanca Airport,Salamanca
EAS,43.356499,-1.79061,ES,San Sebastián Airport,Hondarribia
SCQ,42.896301,-8.41514,ES,Santiago-Rosalía de Castro Airport,Santiago de Compostela
LEU,42.3386,1.40917,ES,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra
TEV,40.410269,-1.217366,ES,Teruel Airport,Teruel
TOJ,40.487875,-3.456808,ES,Madrid–Torrejón Airport / Torrejón Air Base,Madrid
VLC,39.4893,-0.481625,ES,Valencia Airport,Valencia
VLL,41.7061,-4.85194,ES,Valladolid Airport,Valladolid
VIT,42.882801,-2.72447,ES,Vitoria Airport,Alava
VGO,42.2318,-8.62677,ES,Vigo Airport,Vigo
SDR,43.427101,-3.82001,ES,Seve Ballesteros-Santander Airport,Santander
ZAZ,41.666199,-1.04155,ES,Zaragoza Airport,Zaragoza
SVQ,37.417999,-5.89311,ES,Sevilla Airport,Sevilla
DPE,49.884662,1.08101,FR,Dieppe-Saint-Aubin Airport,Saint-Aubin-sur-Scie
CQF,50.962101,1.95476,FR,Calais-Dunkerque Airport,Marck
BYF,49.970049,2.693939,FR,Albert-Picardie Airport,Méaulte Somme
LTQ,50.518284,1.621656,FR,Le Touquet-Côte d'Opale Airport,Le Touquet-Paris-Plage
AGF,44.174171,0.59309,FR,Agen-La Garenne Airport,Agen/La Garenne
BOD,44.8283,-0.715556,FR,Bordeaux-Mérignac Airport,Bordeaux/Mérignac
EGC,44.825298,0.518611,FR,Bergerac Dordogne Périgord Airport,Bergerac/Roumanière
CNG,45.658298,-0.3175,FR,Cognac-Châteaubernard (BA 709) Air Base,Cognac/Châteaubernard
LRH,46.179199,-1.19528,FR,La Rochelle-Île de Ré Airport,La Rochelle/Île de Ré
PIS,46.5877,0.306666,FR,Poitiers-Biard Airport,Poitiers/Biard
MCU,46.222599,2.36396,FR,Montluçon-Guéret Airport,Lépaud Creuse
LIG,45.862801,1.17944,FR,Limoges Airport,Limoges/Bellegarde
NIT,46.313477,-0.394529,FR,Niort - Marais Poitevin Airport,Niort/Souché
TLS,43.629101,1.36382,FR,Toulouse-Blagnac Airport,Toulouse/Blagnac
PUF,43.380001,-0.418611,FR,Pau Pyrénées Airport,Pau/Pyrénées (Uzein)
LDE,43.178699,-0.006439,FR,Tarbes-Lourdes-Pyrénées Airport,Tarbes/Lourdes/Pyrénées
ANG,45.729198,0.221456,FR,Angoulême-Brie-Champniers Airport,Angoulême/Brie/Champniers
PGX,45.198101,0.815556,FR,Périgueux-Bassillac Airport,Périgueux/Bassillac
BIQ,43.468333,-1.531111,FR,Biarritz-Anglet-Bayonne Airport,Biarritz/Anglet/Bayonne
ZAO,44.351398,1.47528,FR,Aérodrome de Cahors-Lalbenque,Cahors/Lalbenque
LBI,43.913898,2.11306,FR,Albi-Le Séquestre Airport,Albi/Le Séquestre
DCM,43.556301,2.28918,FR,Castres-Mazamet Airport,Castres/Mazamet
RDZ,44.407902,2.48267,FR,Rodez–Aveyron Airport,Rodez/Marcillac
RYN,45.628101,-0.9725,FR,Royan-Médis Airport,Royan/Médis
RCO,45.887798,-0.983056,FR,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort/Saint-Agnant
BIC,47.325256,-3.201255,FR,Aérodrome de Belle Île,Bangor
OUI,48.4632,-5.06358,FR,Ouessant Airport,Ushant
IDY,46.717641,-2.392544,FR,Île d'Yeu Airport,Île d'Yeu
CMR,48.109901,7.35901,FR,Colmar-Houssen Airport,Colmar Haut-Rhin
DLE,47.038955,5.427589,FR,Dole-Jura Airport,Tavaux Jura
MVV,45.823005,6.649406,FR,Megève Altiport,Megève
OBS,44.544367,4.372194,FR,Aubenas-South Ardèche Airport,Lanas Ardèche
LPY,45.0807,3.76289,FR,Le Puy-Loudes Airfield,Chaspuzac Haute-Loire
AHZ,45.087399,6.083604,FR,L'Alpe d'Huez - Henri Giraud Altiport,Huez Isère
ETZ,48.982101,6.25132,FR,Metz-Nancy-Lorraine Airport,Goin
ANE,47.560299,-0.312222,FR,Angers-Loire Airport,Marcé Maine-et-Loire
BIA,42.55270004272461,9.48373031616211,FR,Bastia-Poretta Airport,Bastia/Poretta
CLY,42.524444,8.793056,FR,Calvi-Sainte-Catherine Airport,Calvi/Sainte-Catherine
FSC,41.500599,9.09778,FR,Figari Sud-Corse Airport,Figari Sud-Corse
AJA,41.92359924316406,8.8029203414917,FR,Ajaccio-Napoléon Bonaparte Airport,Ajaccio/Napoléon Bonaparte
PRP,41.660599,8.88975,FR,Propriano Airport,Propriano
SOZ,41.9244,9.406,FR,Solenzara (BA 126) Air Base,Solenzara
MFX,45.407505,6.577597,FR,Méribel Altiport,Les Allues
AUF,47.850201,3.49711,FR,Auxerre-Branches Airport,Appoigny Yonne
CMF,45.6381,5.88023,FR,Chambéry Savoie Mont Blanc Airport,Viviers-du-Lac
CFE,45.786701,3.16917,FR,Clermont-Ferrand Auvergne Airport,Aulnat Puy-de-Dôme
BOU,47.060158,2.369633,FR,Bourges Airport,Bourges Cher
CVF,45.397531,6.63498,FR,Courchevel Altiport,Saint-Bon
LYS,45.725996,5.090139,FR,Lyon Saint-Exupéry Airport,Colombier-Saugnieu Rhône
SYT,46.414019,4.014177,FR,Saint-Yan Airport,L'Hôpital-le-Mercier Saône-et-Loire
RNE,46.053818,3.999023,FR,Roanne-Renaison Airport,Saint-Léger-sur-Roanne
NCY,45.928947,6.0987,FR,Annecy Haute-Savoie Mont Blanc Airport,Epagny Metz-Tessy
GNB,45.3629,5.32937,FR,Grenoble Alpes Isère Airport,Saint-Étienne-de-Saint-Geoirs Isère
VAF,44.9216,4.9699,FR,Valence-Chabeuil Airport,Chabeuil Drôme
VHY,46.16969,3.403637,FR,Vichy-Charmeil Airport,Charmeil Allier
AUR,44.89139938354492,2.4219400882720947,FR,Aurillac Airport,Aurillac
CHR,46.860221,1.728326,FR,Châteauroux-Déols Marcel Dassault Airport,Déols Indre
LYN,45.727947,4.943991,FR,Lyon Bron Airport,Chassieu Lyon
CEQ,43.547998,6.955176,FR,Cannes-Mandelieu Airport,Cannes Alpes-Maritimes
EBU,45.5406,4.29639,FR,Saint-Étienne-Bouthéon Airport,Andrézieux-Bouthéon Loire
CCF,43.216,2.30632,FR,Carcassonne Airport,Carcassonne/Salvaza
MRS,43.438088,5.2125,FR,Marseille Provence Airport,Marignane Bouches-du-Rhône
NCE,43.658401,7.21587,FR,Nice-Côte d'Azur Airport,Nice Alpes-Maritimes
PGF,42.740398,2.87067,FR,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes
CTT,43.252499,5.78519,FR,Le Castellet Airport,Le Castellet Var
BAE,44.387198,6.608831,FR,Barcelonnette - Saint-Pons Airfield,Saint-Pons Alpes-de-Haute-Provence
MPL,43.576199,3.96301,FR,Montpellier-Méditerranée Airport,Montpellier/Méditerranée
BZR,43.323502,3.3539,FR,Béziers-Vias Airport,Béziers/Vias
AVN,43.907299,4.90183,FR,Avignon-Caumont Airport,Avignon Vaucluse
GAT,44.455002,6.03778,FR,Gap-Tallard Airfield,Tallard Hautes-Alpes
MEN,44.502102,3.53282,FR,Mende-Brenoux Airfield,Mende/Brénoux
